name,address,city,state
ITT Educational Services Inc-System Office,13000 Meridian Street,Carmel,Indiana
ITT Technical Institute-Nashville,2845 Elm Hill Pike,Nashville,Tennessee
ITT Technical Institute-Fort Wayne,2810 Dupont Commerce Court,Fort Wayne,Indiana
ITT Technical Institute-Indianapolis,9511 Angola Ct,Indianapolis,Indiana
Brown Mackie College-Merrillville,"1000 E 80th Place, Suite 2055",Merrillville,Indiana
Brown Mackie College-Michigan City,325 E US Hwy 20,Michigan City,Indiana
Lincoln College of Technology-Indianapolis,7225 Winton Drive - Building 128,Indianapolis,Indiana
Manchester University,604 E. College Ave,North Manchester,Indiana
Marian University,3200 Cold Spring Rd,Indianapolis,Indiana
Indiana Wesleyan University,4201 S Washington St,Marion,Indiana
Martin University,2171 Avondale Place,Indianapolis,Indiana
Masters of Cosmetology College,1732 Bluffton Rd,Fort Wayne,Indiana
Anabaptist Mennonite Biblical Seminary,3003 Benham Ave,Elkhart,Indiana
Brown Mackie College-South Bend,3454 Douglas Rd.,South Bend,Indiana
Mid-America College of Funeral Service,3111 Hamburg Pke,Jeffersonville,Indiana
West Michigan College of Barbering and Beauty,3200 South Westnedge Ave,Kalamazoo,Michigan
University of Notre Dame,400 Main Building,Notre Dame,Indiana
Oakland City University,138 N Lucretia St,Oakland City,Indiana
Kaplan College-Indianapolis,7302 Woodland Dr,Indianapolis,Indiana
Purdue University-Calumet Campus,2200 169th St,Hammond,Indiana
Purdue University-North Central Campus,1401 S US Hwy 421,Westville,Indiana
Rose-Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,Indiana
University of Saint Francis-Fort Wayne,2701 Spring St,Fort Wayne,Indiana
Saint Josephs College,1498 South College Avenue,Rensselaer,Indiana
Saint Mary-of-the-Woods College,1 St Mary of Woods Coll,Saint Mary of the Woods,Indiana
Saint Mary's College,133 LeMans Hall,Notre Dame,Indiana
Kaplan College-Hammond,7833 Indianapolis Blvd,Hammond,Indiana
Kaplan College-Merrillville,3803 E Lincoln Hwy,Merrillville,Indiana
Saint Meinrad School of Theology,200 Hill Drive,St. Meinrad,Indiana
Saint Elizabeth School of Nursing,1508 Tippecanoe Street,Lafayette,Indiana
Taylor University,236 W Reade Ave,Upland,Indiana
Trine University,1 University Ave,Angola,Indiana
Valparaiso University,US Highway 30 and Sturdy Road,Valparaiso,Indiana
Vincennes University,1002 N First St,Vincennes,Indiana
Wabash College,301 West Wabash Avenue,Crawfordsville,Indiana
Allen College,1990 Heath St,Waterloo,Iowa
AIB College of Business,2500 Fleur Drive,Des Moines,Iowa
Briar Cliff University,3303 Rebecca Street,Sioux City,Iowa
Buena Vista University,610 W 4th St,Storm Lake,Iowa
Capri College-Dubuque,395 Main St,Dubuque,Iowa
Capri College-Cedar Rapids,2945 Williams Parkway S.W.,Cedar Rapids,Iowa
American College of Hairstyling-Cedar Rapids,1531 First Ave SE,Cedar Rapids,Iowa
Central College,812 University,Pella,Iowa
Clarke University,1550 Clarke Dr,Dubuque,Iowa
Coe College,1220 First Ave NE,Cedar Rapids,Iowa
Cornell College,600 First St. SW,Mount Vernon,Iowa
Iowa School of Beauty-Marshalltown,112 Nicholas Dr,Marshalltown,Iowa
Des Moines Area Community College,2006 Ankeny Blvd,Ankeny,Iowa
Divine Word College,102 Jacoby Dr SW,Epworth,Iowa
Dordt College,498 4th Ave NE,Sioux Center,Iowa
Drake University,2507 University Avenue,Des Moines,Iowa
University of Dubuque,2000 University Ave,Dubuque,Iowa
Ellsworth Community College,1100 College Ave,Iowa Falls,Iowa
Emmaus Bible College,2570 Asbury Rd,Dubuque,Iowa
Eastern Iowa Community College District,306 W River Dr,Davenport,Iowa
Faith Baptist Bible College and Theological Seminary,1900 NW 4th St,Ankeny,Iowa
Faust Institute of Cosmetology-Storm Lake,1290 N. Lake Avenue,Storm Lake,Iowa
Graceland University-Lamoni,1 University Place,Lamoni,Iowa
Grand View University,1200 Grandview Ave,Des Moines,Iowa
Grinnell College,1121 Park Street,Grinnell,Iowa
Kaplan University-Mason City Campus,Plaza West 2570 4th Street SW,Mason City,Iowa
Kaplan University-Cedar Rapids Campus,3165 Edgewood Parkway SW,Cedar Rapids,Iowa
Hamilton Technical College,1011 E 53rd St,Davenport,Iowa
Hawkeye Community College,1501 E Orange Rd,Waterloo,Iowa
American Hair Academy,910 Ave G,Fort Madison,Iowa
Indian Hills Community College,525 Grandview Ave,Ottumwa,Iowa
Iowa Central Community College,One Triton Circle,Fort Dodge,Iowa
Iowa Lakes Community College,19 S 7th St,Estherville,Iowa
UnityPoint Health-Des Moines School of Radiologic Technology,1200 Pleasant St,Des Moines,Iowa
American College of Hairstyling-Des Moines,603 E Sixth St,Des Moines,Iowa
Iowa School of Beauty-Des Moines,3305 70th St,Des Moines,Iowa
Iowa State University,3410 Beardshear Hall,Ames,Iowa
Iowa Wesleyan College,601 N Main Street,Mount Pleasant,Iowa
Iowa Western Community College,2700 College Rd,Council Bluffs,Iowa
University of Iowa,101 Jessup Hall,Iowa City,Iowa
Kirkwood Community College,6301 Kirkwood Blvd SW,Cedar Rapids,Iowa
La James International College-Cedar Falls,6322 University Ave,Cedar Falls,Iowa
La James International College-Johnston,8805 Chambery Blvd,Johnston,Iowa
La James College of Hairstyling and Cosmetology,24 Second St NE,Mason City,Iowa
La James International College-Ft Dodge,2419 5th Avenue South,Fort Dodge,Iowa
Loras College,1450 Alta Vista,Dubuque,Iowa
Luther College,700 College Drive,Decorah,Iowa
Maharishi University of Management,1000 N 4th St,Fairfield,Iowa
Marshalltown Community College,3700 S Center St,Marshalltown,Iowa
Mercy College of Health Sciences,928 Sixth Ave,Des Moines,Iowa
Morningside College,1501 Morningside Ave,Sioux City,Iowa
Mount Mercy University,1330 Elmhurst Dr NE,Cedar Rapids,Iowa
Ashford University,400 N Bluff Blvd,Clinton,Iowa
North Iowa Area Community College,500 College Dr,Mason City,Iowa
University of Northern Iowa,1227 W 27th St,Cedar Falls,Iowa
Northwestern College,101 Seventh St SW,Orange City,Iowa
Northeast Iowa Community College-Calmar,1625 Hwy 150,Calmar,Iowa
Northwest Iowa Community College,603 W Park St,Sheldon,Iowa
Des Moines University-Osteopathic Medical Center,3200 Grand Ave,Des Moines,Iowa
Iowa School of Beauty-Ottumwa,609 W Second St,Ottumwa,Iowa
Palmer College of Chiropractic-Davenport,1000 Brady St,Davenport,Iowa
PCI Academy-Ames,309 Kitty Hawk Dr.,Ames,Iowa
Saint Ambrose University,518 W Locust St,Davenport,Iowa
St Luke's College,2720 Stone Park Blvd,Sioux City,Iowa
La James International College-Davenport,5205 North Brady Street,Davenport,Iowa
La James International College-Iowa City,227 E Market-Brewery Sq,Iowa City,Iowa
Simpson College,701 North C St,Indianola,Iowa
Southeastern Community College,1500 West Agency Road,West Burlington,Iowa
Southwestern Community College,1501 W. Townline Street,Creston,Iowa
Capri College-Davenport,2540 E. 53rd Street,Davenport,Iowa
Iowa School of Beauty-Sioux City,3320 Line Drive,Sioux City,Iowa
E Q School of Hair Design,536 W Broadway,Council Bluffs,Iowa
Upper Iowa University,605 Washington St,Fayette,Iowa
Waldorf College,106 S Sixth St,Forest City,Iowa
Wartburg College,100 Wartburg Blvd.,Waverly,Iowa
Wartburg Theological Seminary,333 Wartburg Pl,Dubuque,Iowa
College of Hair Design,"722 Water St, Ste 201",Waterloo,Iowa
Western Iowa Tech Community College,4647 Stone Ave,Sioux City,Iowa
William Penn University,201 Trueblood Ave,Oskaloosa,Iowa
Allen County Community College,1801 N Cottonwood,Iola,Kansas
Baker University,618 Eighth Street,Baldwin City,Kansas
Barton County Community College,245 NE 30th Road,Great Bend,Kansas
Benedictine College,1020 N 2nd St,Atchison,Kansas
Bethany College,335 E Swensson St,Lindsborg,Kansas
Bethel College-North Newton,300 E 27th St,North Newton,Kansas
Brown Mackie College-Kansas City,9705 Lenexa Dr.,Lenexa,Kansas
Brown Mackie College-Salina,2106 South 9th Street,Salina,Kansas
Bryan University,1527 SW Fairlawn Rd,Topeka,Kansas
Butler Community College,901 S Haverhill Rd,El Dorado,Kansas
Central Baptist Theological Seminary,6601 Monticello Road,Shawnee,Kansas
Central Christian College of Kansas,1200 S Main,McPherson,Kansas
Cloud County Community College,2221 Campus Dr,Concordia,Kansas
Coffeyville Community College,400 W 11th St,Coffeyville,Kansas
Colby Community College,1255 S Range,Colby,Kansas
Cowley County Community College,125 S 2nd St,Arkansas City,Kansas
Dodge City Community College,2501 N 14th Ave,Dodge City,Kansas
Donnelly College,608 N 18th St,Kansas City,Kansas
Emporia State University,1200 Commercial,Emporia,Kansas
Flint Hills Technical College,3301 W 18th St,Emporia,Kansas
Fort Hays State University,600 Park St,Hays,Kansas
Barclay College,607 N Kingman,Haviland,Kansas
Friends University,2100 W. University Ave.,Wichita,Kansas
Fort Scott Community College,2108 S Horton,Fort Scott,Kansas
Garden City Community College,801 Campus Dr,Garden City,Kansas
Haskell Indian Nations University,155 Indian Ave,Lawrence,Kansas
Hesston College,301 South Main,Hesston,Kansas
Highland Community College,606 W Main,Highland,Kansas
Hutchinson Community College,1300 N Plum St,Hutchinson,Kansas
Independence Community College,1057 West College Avenue,Independence,Kansas
Johnson County Community College,12345 College Blvd,Overland Park,Kansas
Concorde Career Colleges,3239 Broadway,Kansas City,Missouri
Kansas City Kansas Community College,7250 State Ave,Kansas City,Kansas
University of Kansas,"Strong Hall, 1450 Jayhawk Blvd, Room 230",Lawrence,Kansas
Newman University,3100 McCormick Ave,Wichita,Kansas
Kansas State University,Anderson Hall,Manhattan,Kansas
Kansas Wesleyan University,100 E. Claflin Ave.,Salina,Kansas
Labette Community College,200 S 14th,Parsons,Kansas
Manhattan Area Technical College,3136 Dickens Ave,Manhattan,Kansas
Manhattan Christian College,1415 Anderson Ave,Manhattan,Kansas
McPherson College,1600 E Euclid,McPherson,Kansas
MidAmerica Nazarene University,2030 E College Way,Olathe,Kansas
Neosho County Community College,800 W 14th St,Chanute,Kansas
North Central Kansas Technical College,Hwy 24,Beloit,Kansas
Northwest Kansas Technical College,1209 Harrison St,Goodland,Kansas
Ottawa University-Ottawa,1001 South Cedar,Ottawa,Kansas
Ottawa University-Kansas City,4370 W. 109th Street Suite 200,Overland Park,Kansas
Pittsburg State University,1701 S Broadway,Pittsburg,Kansas
Pratt Community College,348 NE SR 61,Pratt,Kansas
University of Saint Mary,4100 S 4th St Trafficway,Leavenworth,Kansas
Salina Area Technical College,2562 Centennial Road,Salina,Kansas
Seward County Community College and Area Technical School,1801 N. Kansas Ave.,Liberal,Kansas
Southwestern College,100 College Street,Winfield,Kansas
Sterling College,125 W. Cooper,Sterling,Kansas
Tabor College,400 S Jefferson,Hillsboro,Kansas
Washburn University,1700 SW College Avenue,Topeka,Kansas
Wichita Area Technical College,4004 N Webb Rd. Bldg 100,Wichita,Kansas
Wichita State University,1845 N. Fairmount,Wichita,Kansas
Alice Lloyd College,100 Purpose Rd,Pippa Passes,Kentucky
Asbury University,1 Macklem Dr,Wilmore,Kentucky
Asbury Theological Seminary,204 N Lexington Ave,Wilmore,Kentucky
Ashland Community and Technical College,1400 College Drive,Ashland,Kentucky
Barrett and Company School of Hair Design,973 Kimberly Sq Unit F,Nicholasville,Kentucky
Bellarmine University,2001 Newburg Rd,Louisville,Kentucky
Berea College,101 Chestnut Street,Berea,Kentucky
PJ's College of Cosmetology-Bowling Green,1901 Russellville Road,Bowling Green,Kentucky
Southcentral Kentucky Community and Technical College,1845 Loop Dr,Bowling Green,Kentucky
Brescia University,717 Frederica St,Owensboro,Kentucky
Campbellsville University,1 University Dr,Campbellsville,Kentucky
Bluegrass Community and Technical College,470 Cooper Drive,Lexington,Kentucky
Centre College,600 W Walnut St,Danville,Kentucky
Clear Creek Baptist Bible College,300 Clear Creek Rd,Pineville,Kentucky
Paul Mitchell the School-Lexington,3644 Boston Road,Lexington,Kentucky
Collins School of Cosmetology,111 West Chester Avenue,Middlesboro,Kentucky
Galen College of Nursing-Louisville,"1031 Zorn Avenue , Suite 400",Louisville,Kentucky
University of the Cumberlands,6191 College Station Drive,Williamsburg,Kentucky
Eastern Kentucky University,521 Lancaster Ave,Richmond,Kentucky
Elizabethtown Community and Technical College,600 College Street Rd,Elizabethtown,Kentucky
Ezell's Cosmetology School,504 Maple St,Murray,Kentucky
Frontier Nursing University,195 School Street,Hyden,Kentucky
Georgetown College,400 East College Street,Georgetown,Kentucky
PJ's College of Cosmetology-Glasgow,920 Happy Valley Road,Glasgow,Kentucky
Hazard Community and Technical College,One Community College Drive,Hazard,Kentucky
Paul Mitchell the School-Louisville,156 North Hurstbourne Parkway,Louisville,Kentucky
Henderson Community College,2660 S Green St,Henderson,Kentucky
Hopkinsville Community College,720 North Dr.,Hopkinsville,Kentucky
Daymar College-Paducah Main,509 South 30th Street,Paducah,Kentucky
Jefferson Community and Technical College,109 E Broadway,Louisville,Kentucky
Jenny Lea Academy of Cosmetology,114 N Cumberland Ave,Harlan,Kentucky
The Salon Professional Academy-Lexington,1300 New Circle Rd Ste 110,Lexington,Kentucky
National College-Lexington,2376 Sir Barton Way,Lexington,Kentucky
Kentucky Mountain Bible College,855 Hwy 541,Vancleve,Kentucky
Kentucky State University,400 East Main Street,Frankfort,Kentucky
Kentucky Wesleyan College,3000 Frederica Street,Owensboro,Kentucky
University of Kentucky,South Limestone,Lexington,Kentucky
Kentucky Christian University,100 Academic Pkwy,Grayson,Kentucky
Lexington Theological Seminary,631 S Limestone Street,Lexington,Kentucky
Lindsey Wilson College,210 Lindsey Wilson St,Columbia,Kentucky
Sullivan College of Technology and Design,3901 Atkinson Square Dr,Louisville,Kentucky
University of Louisville,2301 S 3rd St,Louisville,Kentucky
Louisville Presbyterian Theological Seminary,1044 Alta Vista Rd,Louisville,Kentucky
Madisonville Community College,2000 College Drive,Madisonville,Kentucky
Maysville Community and Technical College,1755 U.S. Hwy 68,Maysville,Kentucky
Mid-Continent University,99 Powell Rd E,Mayfield,Kentucky
Midway College,512 E. Stephens St,Midway,Kentucky
Morehead State University,University Blvd,Morehead,Kentucky
Mr Jim's College of Cosmetology,,,
Murray State University,218 Wells Hall,Murray,Kentucky
Gateway Community and Technical College,500 Technology Way,Florence,Kentucky
Northern Kentucky University,Nunn Drive,Highland Heights,Kentucky
Nutek Academy of Beauty Inc,153 Evans Drive,Mount Sterling,Kentucky
Daymar College-Owensboro,3361 Buckland Sq,Owensboro,Kentucky
West Kentucky Community and Technical College,4810 Alben Barkley Drive,Paducah,Kentucky
Pat Wilson's Beauty College,326 N Main,Henderson,Kentucky
University of Pikeville,147 Sycamore St,Pikeville,Kentucky
Big Sandy Community and Technical College,One Bert Combs Dr,Prestonsburg,Kentucky
Brown Mackie College-Louisville,3605 Fern Valley Road,Louisville,Kentucky
Empire Beauty School-Chenoweth,151 Chenoweth Ln,Louisville,Kentucky
Saint Catharine College,2735 Bardstown Road,Saint Catharine,Kentucky
Empire Beauty School-Elizabethtown,554 Westport Road,Elizabethtown,Kentucky
Empire Beauty School-Dixie,5120 Dixie Highway,Louisville,Kentucky
Empire Beauty School-Florence,7285 Turfway Rd,Florence,Kentucky
Brown Mackie College-Northern Kentucky,309 Buttermilk Pike,Fort Mitchell,Kentucky
Somerset Community College,808 Monticello Street,Somerset,Kentucky
Southeast Kentucky Community and Technical College,700 College Rd,Cumberland,Kentucky
The Southern Baptist Theological Seminary,2825 Lexington Rd,Louisville,Kentucky
Spalding University,901 S Fourth Street,Louisville,Kentucky
Spencerian College-Louisville,4627 Dixie Hwy,Louisville,Kentucky
Sullivan University,3101 Bardstown Rd,Louisville,Kentucky
Thomas More College,333 Thomas More Parkway,Crestview Hills,Kentucky
Transylvania University,300 N Broadway,Lexington,Kentucky
Trend Setters' Academy of Beauty Culture-Louisville,7283 Dixie Hwy,Louisville,Kentucky
Kentucky Community and Technical College System,300 North Main Street,Versailles,Kentucky
Union College,310 College St,Barbourville,Kentucky
Western Kentucky University,1906 College Heights Blvd,Bowling Green,Kentucky
